id,trigger,conditions,script,text,options,notes
mpm_greetingEnough,PickGreeting,"$mpm_isPlayerContact
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","After a short wait, your connection request is accepted.

""Greetings! I've been waiting for this $mpm_commodityName shipment.""",,
mpm_greetingNotEnough,PickGreeting,"$mpm_isPlayerContact
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","After a short wait, your connection request is accepted.

""Greetings! I've been waiting for this $mpm_commodityName shipment. ... and I see that you don't have it yet. Well, you still have some time.""",,
mpm_greetingEnoughIllegal,PickGreeting,"$mpm_isPlayerContact
$hostileToMarket
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","After a short wait, your connection request is accepted.

""So, I hear you've got the stuff.""",,
mpm_greetingNotEnoughIllegal,PickGreeting,"$mpm_isPlayerContact
$hostileToMarket
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","After a short wait, your connection request is accepted.

""You haven't got the stuff, so why are we even talking?""",,
mpm_greetingActiveEnough,PickGreetingActive,"$mpm_isPlayerContact
!$hostileToMarket
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","""Greetings! I've been waiting for this $mpm_commodityName shipment.""",,
mpm_greetingActiveNotEnough,PickGreetingActive,"$mpm_isPlayerContact
!$hostileToMarket
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","""Greetings! I've been waiting for this $mpm_commodityName shipment. ... and I see that you don't have it yet. Well, you still have some time.""",,
mpm_hasEnoughOption,PopulateOptions,"$mpm_isPlayerContact
CallEvent $mpm_eventRef hasEnough",,,0:mpm_deliver:Deliver the $mpm_commodityName,
mpm_hasEnoughOptionSelected,DialogOptionSelected,$option == mpm_deliver,"AddText ""\""Excellent. Thank you for your efforts.\""""
CallEvent $mpm_eventRef performDelivery
CallEvent $mpm_eventRef endEvent
FireAll PopulateOptions",,,
mpm_hasEnoughOptionSelectedBonus,DialogOptionSelected,"$option == mpm_deliver
CallEvent $mpm_eventRef hasBonus","AddText ""\""Excellent. Thank you for your efforts. As agreed, I'm also adding on a bonus for prompt delivery.\""""
CallEvent $mpm_eventRef performDelivery
CallEvent $mpm_eventRef endEvent
FireAll PopulateOptions",,,
mpm_pirateEncounter,BeginFleetEncounter,"$mpm_isSpawnedByMPM
!$ignorePlayerCommRequests","MakeOtherFleetHostile mpm_pirate true
MakeOtherFleetAggressive mpm_pirate true
$skipTInfo = true 0
$sawPlayerTransponderOn = true 5
AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
mpm_pirateOpenComms,OpenCommLink,"$isPerson
$entity.mpm_isSpawnedByMPM score:100",FireAll MPMHandOverOptions,"The pirate $personRank looks up from $hisOrHer console.

""Well, now. Just hand over the $mpm_commodityName shipment we both know you've got in your cargo holds, and I'll let you be on your way.""",,
mpm_handOverPirateOption,MPMHandOverOptions,CallEvent $mpm_eventRef hasEnough,,,0:mpm_handOver:Hand over the $mpm_commodityName,
mpm_notEnoughPirateOption,MPMHandOverOptions,!CallEvent $mpm_eventRef hasEnough,,,0:mpm_notEnoughPirate:Explain that you don't have the $mpm_commodityName,
mpm_refusePirateOption,MPMHandOverOptions,,,,"
1:mpm_refuse:Refuse",
mpm_handOverOptionSel,DialogOptionSelected,$option == mpm_handOver,"CallEvent $mpm_eventRef handOver
AddText ""Lost $mpm_quantity $mpm_commodityName"" textEnemyColor
AddText ""\""Glad you could be made to see reason. Now, get out of here before I change my mind.\""""
MakeOtherFleetHostile mpm_pirate false
MakeOtherFleetNonHostile mpm_pirate true 10
FireAll PopulateOptions",,,
mpm_notEnoughPirateOptionSel,DialogOptionSelected,$option == mpm_notEnoughPirate,"$entity.ignorePlayerCommRequests = true 10
ShowDefaultVisual
EndConversation",The comm link is cut before you have a chance to offer much of an explanation.,,
mpm_refuseOptionSel,DialogOptionSelected,$option == mpm_refuse,"$entity.ignorePlayerCommRequests = true 10
ShowDefaultVisual
EndConversation",The comm link is cut before you have a chance to say much of anything else.,,
,,,,,,
# hiring officer generated by OfficerManagerEvent,,,,,,
ome_greeting,PickGreeting,$ome_hireable,"ShowPersonVisual
FireAll PopulateOptionsHire","After a short wait, your connection request is accepted.

$personName looks you over appraisingly.

""Heard you might be looking to take on some help.""",,
ome_greetingAdmin,PickGreeting,"$ome_hireable
$ome_isAdmin","ShowPersonVisual
FireAll PopulateOptionsHire","After a short wait, your connection request is accepted.

$personName looks you over appraisingly.

""Heard you might be getting into the colony business. If so, I might be of some help.""",,
ome_askSkills,PopulateOptionsHire,"$ome_hireable
!$askedSkills
",,,"0:ome_askSkills:""Depends. What can you do?""",
ome_askHire,PopulateOptionsHire,"$ome_hireable
!CallEvent $ome_eventRef atLimit $id",,,1:ome_askHire:Offer to hire $himOrHer,
ome_cantHire,PopulateOptionsHire,"$ome_hireable
CallEvent $ome_eventRef atLimit $id
!$ome_isAdmin",,,"0:ome_convEnd:""I can't hire on any more officers at the moment.""",
ome_cantHireAdmin,PopulateOptionsHire,"$ome_hireable
CallEvent $ome_eventRef atLimit $id
$ome_isAdmin",,,"0:ome_convEnd:""I can't hire on any more administrators at the moment.""",
ome_wontHire,PopulateOptionsHire,"$ome_hireable
!CallEvent $ome_eventRef atLimit $id",,,2:ome_convEnd:End the conversation,
ome_askSkillsSel,DialogOptionSelected,$option == ome_askSkills,"AddText ""You ask $personName some questions to establish where $hisOrHer skills lie.""
CallEvent $ome_eventRef printSkills $id
$askedSkills = true 0
FireAll PopulateOptionsHire
unset $askedSkills",,,
ome_askSkillsSelNoSkillAdmin,DialogOptionSelected,"$option == ome_askSkills
$ome_adminTier == 0","AddText ""You ask $personName some questions to establish where $hisOrHer skills lie. It quickly becomes apparent that $heOrShe has no special talents, but is nonetheless a capable administrator, whose services can be had for a very reasonable fee.""
$askedSkills = true 0
FireAll PopulateOptionsHire
unset $askedSkills",,,
ome_askHireSel,DialogOptionSelected,$option == ome_askHire,"AddText ""\""I'll expect a $ome_hiringBonus credit hiring bonus, and afterwards a starting salary of $ome_salary credits per month. Once the initial transfer is complete, I can be ready to board within the hour.\""""
SetTextHighlightColors hColor hColor
SetTextHighlights $ome_hiringBonus $ome_salary
AddText ""You have $player.creditsStr credits available.""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr
FireBest HireOptionSet",,,
ome_askHireSelAdmin,DialogOptionSelected,"$option == ome_askHire
$ome_isAdmin","AddText ""\""I'll expect a $ome_hiringBonus credit hiring bonus, and afterwards a salary of $ome_salary credits per month. Once the initial transfer is complete, I will await my assignment at your pleasure.\""""
SetTextHighlightColors hColor hColor
SetTextHighlights $ome_hiringBonus $ome_salary
AddText ""You have $player.creditsStr credits available.""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr
FireBest HireOptionSet",,,
ome_hireOptionsNormal,HireOptionSet,CallEvent $ome_eventRef canAfford $id,,,"0:ome_hireYes:""Sounds good.""
1:ome_convEnd:""I've changed my mind.""",
ome_hireOptionsCantAfford,HireOptionSet,,,,"0:ome_convEnd:""I can't afford that at the moment.""",
ome_hireYesSel,DialogOptionSelected,$option == ome_hireYes,"AddText ""You cut the comm link after exchanging a few pleasantries.""
CallEvent $ome_eventRef hireOfficer $id
UpdateMemory
ShowDefaultVisual
EndConversation",,,
ome_hireNoSel,DialogOptionSelected,$option == ome_convEnd,"ShowDefaultVisual
EndConversation",You cut the comm link after exchanging a few pleasantries.,,
,,,,,,
# patrol stopping player w/ transponder off,,,,,,
tOffPatrolBegin,BeginFleetEncounter,"CaresAboutTransponder
!$tOff_didAlready
!$isHostile
!$faction.c:allowsTransponderOffTrade
!$sourceMarket.mc:free_market
$isPatrol
$sawPlayerTransponderOff score:100","$tOff_didAlready = true 0
#MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff false
unset $ignorePlayerCommRequests
$sawPlayerWithTOffCount++ 10
$transponderOffConv = true 0
AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
OpenComms",,,
tOffPatrolBeginNoTalk,BeginFleetEncounter,"CaresAboutTransponder
!$tOff_didAlready
!$isHostile
!$faction.c:allowsTransponderOffTrade
!$sourceMarket.mc:free_market
$isPatrol
$sawPlayerTransponderOff score:100
$sawPlayerWithTOffCount > 1 score:100","$tOff_didAlready = true 0
#MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff false
MakeHostileWhileTOff tOff true 7
$sawPlayerWithTOffCount++ 10
$ignorePlayerCommRequests = true 0",,,
tOffPatrolOpenComm,OpenCommLink,$entity.transponderOffConv score:100,"AddText ""\""Running with the transponder off in $faction space is against the law. You're hereby ordered to turn your transponder on, identify yourself immediately, and submit to a cargo scan for contraband.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF",,"0:tOff_comply:Turn the transponder on and comply
1:tOff_refuse:Refuse and cut the comm link",
tOffPatrolOpenCommUnknown,OpenCommLink,"$entity.transponderOffConv score:100
!$entity.knowsWhoPlayerIs","AddText ""\""Unknown $shipOrFleet, identify yourself! Running with the transponder off in $faction space is against the law. You're hereby ordered to turn your transponder on and submit to a cargo scan.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF",,"0:tOff_comply:Turn the transponder on and comply
1:tOff_refuse:Refuse and cut the comm link",
tOffPatrolOpenCommTOn,OpenCommLink,"$entity.transponderOffConv score:100
$player.transponderOn","AddText ""\""Running with the transponder off in $faction space is against the law. Don't think you can just turn it back on and avoid our attention - you're hereby ordered to submit to a cargo scan.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF",,"0:tOff_comply2:Allow the scan
1:tOff_refuse:Refuse and cut the comm link",
tOffPatrolOpenCommNotFirstTime,OpenCommLink,"$entity.transponderOffConv score:100
$entity.sawPlayerWithTOffCount == 2.0 score:10
$entity.relativeStrength >= 0","AddText""\""I told you last time to keep your transponder on.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
AddText ""The comm link is cut before you have a chance to respond.""
$entity.ignorePlayerCommRequests = true 0
unset $entity.transponderOffConv",,0:tOff_notFirstTimeCont:Continue,
tOffPatrolOpenCommNotFirstTimeCont,DialogOptionSelected,$option == tOff_notFirstTimeCont,"MakeHostileWhileTOff tOff true 7
ShowDefaultVisual
EndConversation",,,
tOffComply,DialogOptionSelected,$option == tOff_comply,"unset $entity.transponderOffConv
unset $entity.sawPlayerTransponderOff
ActivateAbility $player.fleetId transponder
UpdateMemory",You issue an order to activate the transponder and wait for the cargo scan to finish.,0:tOff_scan_continue:Continue,
tOffComply2,DialogOptionSelected,$option == tOff_comply2,"unset $entity.transponderOffConv
unset $entity.sawPlayerTransponderOff",You wait for the cargo scan to finish.,0:tOff_scan_continue:Continue,
tOffCargoScan,DialogOptionSelected,$option == tOff_scan_continue,"AddText ""After a brief wait, the $faction $otherFleetName transmits the scan results.""
CargoScan
FireBest TOffScanResult",,,
tOffCargoScanHostile,DialogOptionSelected,"$option == tOff_scan_continue
$entity.isHostile","ShowDefaultVisual
EndConversation","However, instead of proceeding with the scan, the $faction $fleetName shuts down comms and powers up combat systems.",,
tOffCargoScanHostileStronger,DialogOptionSelected,"$option == tOff_scan_continue
$entity.isHostile
$entity.relativeStrength < 0","MakeOtherFleetAggressive tOff false
MakeOtherFleetPreventDisengage tOff false
ShowDefaultVisual
EndConversation","However, instead of proceeding with the scan, the $faction $fleetName shuts down comms and powers up combat systems.",,
tOffCargoScanPods,TOffScanResult,$scan_podsFound score:1000,unset $scan_podsFound,"The $faction $personRank pauses and looks off-screen.

""But what about these cargo pods, which, let me check - why, they do contain illegal cargo. Not yours, are they? No? Excellent. We'll be confiscating the contents, then.""",0:tOff_podsCont:Continue,
tOffCargoScanPodsCont,DialogOptionSelected,$option == tOff_podsCont,FireBest TOffScanResult,,,
tOffCargoScanClean,TOffScanResult,"!$scan_contrabandFound
!$scan_suspiciousCargoFound",,"$PersonRank $personName looks vaguely displeased.

""If I catch you running with the transponder off again, you won't get off so easily.""

The comm link is cut before you have a chance to respond.",0:tOff_cleanCont1:Continue,
